filename,category,group
285128843_3230975223782313_5231953456279878138_n_jpg.rf.1KA8TKPTEge3FkL9kedj.jpg,Other,Other
347403176_665232395643521_7619962648499405706_n_jpg.rf.1k9W4ogaY4sugeS10pL7.jpg,Everyday Casual Frock,Everyday Casual
387158362_334813955728966_7443600968781734303_n_jpg.rf.1XATBuNY1AhdBHwzIkoI.jpg,Everyday Casual Kurta,Everyday Casual
345618942_1692992447802521_6095931635076261674_n_jpg.rf.1v22VXNqEFeSXhsqWHQX.jpg,Other,Other
295988254_1344688742725108_6601565671898454810_n_jpg.rf.22egggaCgTznHZpRTWn7.jpg,Everyday Casual Trousers,Everyday Casual
301766451_1541413102995534_3800558110099212150_n_jpg.rf.287YZvVQngEiB3QooHTs.jpg,object,Other
317616104_138009992389463_3937258853911834329_n_jpg.rf.259l8ZA32JP9IH0BEnfA.jpg,Other,Other
331460073_565525272291409_1044819759449961437_n_jpg.rf.2IrYy8EMPU4ckqcSnolV.jpg,Other,Other
288501049_521655359648115_2367095690849601347_n_jpg.rf.2GeqrGRIWHGbYY5x2B85.jpg,Other,Other
314901629_2773126942819215_8399990685503625336_n_jpg.rf.2PnHLQHhpOzkBw1AGw1J.jpg,Everyday Casual Kurta,Everyday Casual
288737996_735411121000054_3666948962122624342_n_jpg.rf.2Rxjl742Hz893qaGP5wV.jpg,Other,Other
314471622_641256267502354_4957710907771415865_n_jpg.rf.3n0SRXVXgHCiUANpNW7g.jpg,Other,Other
285340099_430284038951866_530993444031725009_n_jpg.rf.3PXp3GGP34MNa5RN51tN.jpg,Other,Other
336448364_984801816018124_4523828866465497834_n_jpg.rf.3JxeO5UN4QKcCSMtWdJ2.jpg,Semi-Formal Dupatta,Semi Formal
391127956_1451854492264781_9061439375454501847_n_jpg.rf.2cYa0Gh8fsk5yYFzhp2f.jpg,Everyday Casual Kurta,Everyday Casual
300300812_1138226240106459_546803875682838340_n_jpg.rf.3n5UC7PaYeDjPL3UQfXg.jpg,Everyday Casual Kurta,Everyday Casual
356793552_1324306588512204_7207762100778025840_n_jpg.rf.3pzmwJrfMDipPUegmwCD.jpg,Semi-Formal Kurta,Semi Formal
387759193_18391799329000463_4386991051962566202_n_jpg.rf.48nPcR9BmsavNQV4Ynru.jpg,Everyday Casual Kurta,Everyday Casual
315551226_4060206177537120_3900966092922460789_n_jpg.rf.lGaG5wkzjwtKahoGEHtv.jpg,Other,Other
330644613_597427488570820_7238548934089488843_n_jpg.rf.lRRDSn70vRE5f51l3GDh.jpg,Other,Other
366036939_200769269422963_579108623390627133_n_jpg.rf.4Af3OV19WNBrTIiB87u7.jpg,Everyday Casual Kurta,Everyday Casual
285301043_173727728351545_721610562280847940_n_jpg.rf.lSIDeCPXTuWFu5aNGks5.jpg,Everyday Casual Dupatta,Everyday Casual
363380513_664212255740614_5807302749398456046_n_jpg.rf.lh88KiJvL5U4FsTzeSnI.jpg,Other,Other
380328362_720147746818652_7463026586030685431_n_jpg.rf.3wqdgyu4lCVy0cjin85o.jpg,Semi-Formal Kurta,Semi Formal
245418840_263997568981837_6175935033618373212_n_jpg.rf.lkaQX6kVZfmtqjxMc5Oi.jpg,Wedding Guest Maxi,Formal
330683275_1000107650970700_7230984158623957807_n_jpg.rf.lopXTJVAhk5vOi0X2NO3.jpg,Everyday Casual Kurta,Everyday Casual
347115587_803084188085966_6029301515064055988_n_jpg.rf.mEfCEZSRlNOIlUWtgecw.jpg,Other,Other
362478770_987720779092726_4521509409822216257_n_jpg.rf.lwntQ8AKvyII7pC03SKU.jpg,Other,Other
391250259_1037275123957653_4863180633908385661_n_jpg.rf.mK7rAs5KzSuoyJyCt7we.jpg,Everyday Casual Kurta,Everyday Casual
312950283_834332207595825_7407719706969172026_n_jpg.rf.mxYUmqCHJLfQdgekBg9G.jpg,Other,Other
361586174_684867837013310_190104750656376284_n_jpg.rf.lkn2bKOyUSniSoJaOSDl.jpg,Other,Other
365399150_825568939132723_5835600087788244350_n_jpg.rf.nBLBes2RDDiKkcSZce8P.jpg,Everyday Casual Kurta,Everyday Casual
295175285_1471569216621156_3408931719523342314_n_jpg.rf.mzzVfUFfhETndpmM2jFO.jpg,Everyday Casual Dupatta,Everyday Casual
235597807_217744573614492_1905126586276718713_n_jpg.rf.n5e0XkzLd0N4gSTAU59Y.jpg,Wedding Guest Peplum,Formal
385888389_18307413049184038_8719215994722476379_n_jpg.rf.nQ4oJajS8HzFuqnfFti0.jpg,Everyday Casual Kurta,Everyday Casual
333043880_726598718904617_6643181224685737013_n_jpg.rf.ndSIeGKoxqaTVvSbFxuC.jpg,Everyday Casual Kurta,Everyday Casual
331309457_522798996642432_239547355488278297_n_jpg.rf.nUt2s8iydxmrCHAB3rno.jpg,Everyday Casual Kurta,Everyday Casual
364289598_1002173074148989_6268079125903794494_n_jpg.rf.nhzMrdT3rF0XmA0PGnWv.jpg,Semi-Formal Kurta,Semi Formal
339172033_1844591362592520_6240328366067923148_n_jpg.rf.nu1hGgqz60yKsgof26wa.jpg,Everyday Casual Kurta,Everyday Casual
361586954_825900302229566_1431678964975401459_n_jpg.rf.nj8jioKYWQ0f0AjTKrsy.jpg,Everyday Casual Dupatta,Everyday Casual
275503189_660103031923327_580866402070131248_n_jpg.rf.no4Kw0YOFWenp90X5UfY.jpg,Wedding Guest Sari,Formal
343411393_2029887970675450_7407136723501479418_n_jpg.rf.oAJ8dgEiesf8JkZzAQ3x.jpg,Other,Other
353664283_261912869823382_3202491928832100080_n_jpg.rf.oRYw1Itjkg22EmzX4guI.jpg,Everyday Casual Kurta,Everyday Casual
382526336_3433835576946629_2131497038430165753_n_jpg.rf.odm9fTHdZjp6gEz8n1QU.jpg,Everyday Casual Kurta,Everyday Casual
358416500_675795887920505_6738031195569849687_n_jpg.rf.oiUSq79sy0FzlowP7YAd.jpg,Semi-Formal Kurta,Semi Formal
285451368_313548494309780_9020384629252180646_n_jpg.rf.oxboV8biy4CCDlxm3Rxe.jpg,Wedding Guest Sari,Formal
344872750_762553838874915_4943570565290978323_n_jpg.rf.p9i5nX8lhW3N4m417ZLs.jpg,Other,Other
364987286_1381712079227626_7894114202583420543_n_jpg.rf.p7qymkazDlipuAIbnXpQ.jpg,Everyday Casual Kurta,Everyday Casual
366443591_3409634582622687_5093044649514291874_n_jpg.rf.ov7ZgsqFlciPJPCVMJx9.jpg,Everyday Casual Kurta,Everyday Casual
391060351_1181008986621641_4971545059681058688_n_jpg.rf.2VDDGOyRuVyIReoE735X.jpg,Everyday Casual Kurta,Everyday Casual
294573237_569744457977697_2483035567730930054_n_jpg.rf.o4aPN6QH7U2ZfqXQNive.jpg,Other,Other
339995037_235559829002318_651454797743408607_n_jpg.rf.2Si91hFg6G9xUMybIueN.jpg,Everyday Casual Kurta,Everyday Casual
288667864_346388180905680_3371308447419928785_n_jpg.rf.2n1iZLXeFbzvPuBZuUkS.jpg,Other,Other
274807362_1044422396205345_4027099620687567702_n_jpg.rf.3BtZ7zuiwHZfyMggxjrO.jpg,Wedding Guest Frock,Formal
308132833_1543542402744387_7144052006205801813_n_jpg.rf.2bMc2NkDOlnjTgZNH5IF.jpg,Everyday Casual Kurta,Everyday Casual
308907492_157606903550517_3356414395170575795_n_jpg.rf.3ClQpDL17UcyHpY93D0N.jpg,Everyday Casual Kurta,Everyday Casual
317493034_5328143267295774_2297271595530262112_n_jpg.rf.3U4SoeQjkqJ4WKHVCx7s.jpg,Other,Other
379774772_1370658543487422_1512628027500308390_n_jpg.rf.3vrCsaTOyNBq9HCaMGfZ.jpg,Semi-Formal Trousers,Semi Formal
298147944_5996249823725039_4591175929106892059_n_webp.rf.44fzezI46kVYZ0ljWIiI.webp,Everyday Casual Kurta,Everyday Casual
332941776_601372261381938_5189750162835113869_n_jpg.rf.49huitrQh7gZg0ZhKGnS.jpg,Everyday Casual Kurta,Everyday Casual
341010826_522318296781866_8949619156206174557_n_jpg.rf.4A5pZjcKQ0jghr6wEV4y.jpg,Other,Other
341364198_937409957450868_6830760921933836062_n_jpg.rf.3noK6XLqQUxZpdDuOlfV.jpg,Other,Other
382712799_688380036210669_674748735975163207_n_jpg.rf.47PvVCWNmyZjUblgaVck.jpg,Semi-Formal Sari,Semi Formal
322511906_209875051488943_1941059278840300487_n_jpg.rf.4Y4yhIU4FrF4G1VeEu9c.jpg,Everyday Casual Kurta,Everyday Casual
288209683_2268385189979969_5613612039551965241_n_jpg.rf.4dDdmDLl91YYUmFMrn9J.jpg,Other,Other
332226963_566486768875884_2275747024549522319_n_jpg.rf.4WuOSI8KAPdvKi6I14hK.jpg,Other,Other
336001568_1236134953662586_3442883168970417256_n_jpg.rf.4N3nbckWUH92RIMv2yTh.jpg,Everyday Casual Kurta,Everyday Casual
387211604_18307553002184038_8096157963604821442_n_jpg.rf.4ipLEqvnfZtY9RQLG5yg.jpg,Everyday Casual Kurta,Everyday Casual
340289999_766134308214279_2347099040082356528_n_jpg.rf.4rJTP5P4CNTqbtUmWJqV.jpg,Everyday Casual Kurta,Everyday Casual
366528615_18380920642000463_2251549509264305043_n_jpg.rf.4z2Ef2OgNmxhRsXInm71.jpg,Everyday Casual Trousers,Everyday Casual
297307734_786197415717656_7280428981518693758_n_webp.rf.4MX8rob5XwhK9RWnIPBl.webp,Other,Other
316731675_200770582426954_3145952296593574372_n_jpg.rf.4F1RW1oVBbxrY5bkjqSq.jpg,Other,Other
347443371_944329843477163_316715126123166123_n_jpg.rf.4BS5IG7UGwZppJwLVvJA.jpg,Other,Other
337887193_5460355534067431_6053155247392402840_n_jpg.rf.4DwOdq1xOny1RVGtN7UB.jpg,Everyday Casual Kurta,Everyday Casual
289605932_579978823663625_4429337446021638433_n_jpg.rf.4trKTkHZg4cQoGVxQEMw.jpg,Other,Other
355451228_645027810990911_3166683936946356606_n_jpg.rf.4xeGI4B18cNJSg0pzkEg.jpg,Other,Other
311212686_5798890016817231_475787476010387019_n_jpg.rf.4azOqGyReMyAGAaZCEFN.jpg,Other,Other
308224488_800238161247167_4556643225310644927_n_jpg.rf.4ssYjDW9gzKshfKXNKWc.jpg,Other,Other
349001112_631563875555992_1343174588614047752_n_jpg.rf.58kGRzse8ZokmdkZVgCm.jpg,Everyday Casual Kurta,Everyday Casual
332935333_908817807122709_6770064487067352322_n_jpg.rf.5SG66U6IAH9CcOOuqz4n.jpg,Everyday Casual Kurta,Everyday Casual
316886332_1267962603996931_6926152418198439671_n_jpg.rf.5H3ODYnyJlgtyZWWBBut.jpg,Everyday Casual Kurta,Everyday Casual
363812903_826157032189256_491871715125914767_n_jpg.rf.5IVv0GW8avQVTmQSwwIf.jpg,Other,Other
341166141_1318629375394837_2044242838892892123_n_jpg.rf.5o6NOjsoU3E6PmGcY8Uc.jpg,Other,Other
386590563_866840394802223_5868410035428167294_n_jpg.rf.5LBbpjmBQ4Q9Pdb4YHPw.jpg,Everyday Casual Kurta,Everyday Casual
332065901_6354593374564419_4631182572494930558_n_jpg.rf.5Tcs8dU4LB39w1V52dCg.jpg,Other,Other
309430623_5176366125825628_6543817414335297343_n_webp.rf.6BBaUq9lK39in3LD3qv2.webp,Everyday Casual Kurta,Everyday Casual
300063345_806147277231564_5832572206030733224_n_webp.rf.5uNWrEAPxwHFw7PkL4mG.webp,Everyday Casual Kurta,Everyday Casual
309861791_835381070976822_131439109342700882_n_jpg.rf.5tgXVIp1iI4Fvrnvm0pL.jpg,Other,Other
327293400_1326965694750528_8825677249410793620_n_jpg.rf.6IKXmuvRL44fPTofp73I.jpg,Semi-Formal Maxi,Semi Formal
337936138_996890217959439_402884655618637956_n_jpg.rf.6KxVsgXrOJ47TmphqUmy.jpg,Everyday Casual Kurta,Everyday Casual
274484729_1079594646221719_7779156006978077334_n_jpg.rf.6q1bSjaPmxQ5uQsOwlzO.jpg,Wedding Guest Culottes,Formal
349521973_1040279360268837_5995764646207353799_n_jpg.rf.6ae9iUtUnJ9zYo29yf2k.jpg,Everyday Casual Kurta,Everyday Casual
307740397_499987188638326_8344700130617255449_n_webp.rf.6XeQsFljzSme2DrtyptV.webp,Everyday Casual Kurta,Everyday Casual
240443825_1188023311718525_1029345041456478101_n_jpg.rf.6dkHjBGX53ESDICJeL5i.jpg,Bridal Lehenga,Formal
353647272_252743624017078_5162106320341412123_n_jpg.rf.77L4Tz77CqS3mkz6MtNS.jpg,Everyday Casual Kurta,Everyday Casual
332382383_212879507920861_4069733225295413580_n_jpg.rf.7ENdc0MijlcUHIbMjIe9.jpg,Everyday Casual Frock,Everyday Casual
373229865_797477092111008_6799421745845724961_n_jpg.rf.79SDANNpMhokDxlj0H1b.jpg,Everyday Casual Kurta,Everyday Casual
355246060_1231679397543404_4267664229154474436_n_jpg.rf.6u2dzOQmXuenIaFM3LYL.jpg,Other,Other
332083373_3518791261690620_3668048595397379241_n_jpg.rf.7Kuaj8HjXOta5SwS7wY4.jpg,Other,Other
315961055_207349378323910_2210165371902820037_n_jpg.rf.7QmQd2bURNHl0p9qNjMd.jpg,Everyday Casual Kurta,Everyday Casual
375611607_1109188683391442_3703670808131484718_n_jpg.rf.TbV1NVXW7GDEriOeCnPj.jpg,Everyday Casual Kurta,Everyday Casual
327972718_163972649827488_2268423757437307439_n_jpg.rf.TnfHWAzzKL572cjwYOoQ.jpg,Everyday Casual Kurta,Everyday Casual
318548355_1580541622398091_1975493318775791499_n_jpg.rf.TbRHmOwYzZD15gPP7tAt.jpg,Semi-Formal Dupatta,Semi Formal
287368453_421810883148235_3985061063688747534_n_jpg.rf.U03ib1l8UuOGBF2eOYlD.jpg,Other,Other
317653123_683885913357961_881715219742460691_n_jpg.rf.UC9vt06L6nb30QzD3zCp.jpg,Other,Other
305724463_1229358831231333_8544310989019190368_n_webp.rf.UE100X8afC9QuBQuDCJR.webp,Other,Other
348466973_1432703720814008_8795935849680990787_n_jpg.rf.TncCLMr7yvAd8PIfxCrI.jpg,Everyday Casual Dupatta,Everyday Casual
353026866_646795113585755_5767216622382036786_n_jpg.rf.UprYdetlP72SJC8cypxe.jpg,Semi-Formal Kurta,Semi Formal
329760269_914200269891084_4299146082646194160_n_jpg.rf.URD7wUh6qCVZBxu5hMxB.jpg,Everyday Casual Kurta,Everyday Casual
287773567_136328072353541_2490303123748001841_n_jpg.rf.Uq7repWYFLErES6zJ9WK.jpg,Other,Other
338396286_272607678428365_4717711517330293200_n_jpg.rf.Uu7F0gSD8AN7kK49rzan.jpg,Everyday Casual Dupatta,Everyday Casual
305577169_170281388850489_815000660356384440_n_jpg.rf.Ux0hDpLRrLV8PwKqZnu3.jpg,Other,Other
329397471_572106854937829_3579141627074933293_n_jpg.rf.V1GUOKkwSGtiGmhVbkvF.jpg,Everyday Casual Frock,Everyday Casual
313963727_1557331001383056_7679437089165694622_n_jpg.rf.V25c0U4RsPfkcWLjeorS.jpg,Other,Other
291722439_1066238767659750_5159162071819751770_n_jpg.rf.UfKzPKVscHGKLw413hzY.jpg,Other,Other
318526115_705988984082349_1092402291131996377_n_jpg.rf.VTbY59qcU6Izan148QAs.jpg,Everyday Casual Kurta,Everyday Casual
375673462_851078506378412_583580851147287455_n_jpg.rf.VF4OueoSGswSo8n2e6bt.jpg,Everyday Casual Kurta,Everyday Casual
300442829_1056803141869073_7500872661521044397_n_webp.rf.VshNFosvgxy8zfmIGMlc.webp,Everyday Casual Kurta,Everyday Casual
339140559_6321179071259879_3632365413991357664_n_jpg.rf.VYrn5TaymrpssnJBcvcQ.jpg,Everyday Casual Kurta,Everyday Casual
372962110_379099941117252_4346862831455532438_n_jpg.rf.W0lT2kgXwRxFWV0gqAlx.jpg,Everyday Casual Kurta,Everyday Casual
387268537_1263890444274531_2805180520457054163_n_jpg.rf.W2eIYA3evh9nAFI1BxsD.jpg,Everyday Casual Kurta,Everyday Casual
366342389_842095983943331_7216696893675922212_n_jpg.rf.W3GGoy6po1NlbJfXhZ8a.jpg,Everyday Casual Kurta,Everyday Casual
331958342_901634107647609_2713529203521456255_n_jpg.rf.VG9dljcoTuOb0S3YAvYH.jpg,Everyday Casual Kurta,Everyday Casual
319500080_1455532058186666_7906345748943425752_n_jpg.rf.W85lmkcN0BSXRO86VaBm.jpg,Everyday Casual Kurta,Everyday Casual
367678903_305860235291005_3596108462122140398_n_jpg.rf.W75IrKmIHu1AJ2Io8u6J.jpg,Other,Other
374736287_18302804434184038_6323683688081371369_n_jpg.rf.WHL6Sopw4QGbRcyOf6Ef.jpg,Other,Other
386117328_663276542562407_981144106144947415_n_jpg.rf.WKSQRkvfGDxXy3Cc4VLW.jpg,Everyday Casual Kurta,Everyday Casual
315919101_186806843895637_6240571293585212875_n_jpg.rf.WzgzeDTJNrBlN9El6q4t.jpg,Other,Other
363329355_663576162470890_470801445497610593_n_jpg.rf.innRDRRHLpLIdcYS27t3.jpg,Other,Other
349349149_934125347838018_3799921291298978712_n_jpg.rf.WiJ3Y5ntOnEXbZmW1OI2.jpg,Everyday Casual Dupatta,Everyday Casual
365091048_6240894479354127_6845691318303595868_n_jpg.rf.iodFgcBlKnFtExlLgEw4.jpg,Everyday Casual Dupatta,Everyday Casual
289671009_607421827681030_4052213044507615274_n_jpg.rf.jA3bZd7vK7neKf37rw2h.jpg,Other,Other
338209922_1338855309997804_7543822174342241788_n_jpg.rf.iyZOP27i58OzbxekOijG.jpg,Everyday Casual Kurta,Everyday Casual
362621619_829356608550602_4220555879906411840_n_jpg.rf.WP0iC9grgihCdxGS5RQs.jpg,Other,Other
369241147_789354139858813_5653824595443153154_n_jpg.rf.jG22CYRwBzqN2Wjxx8oD.jpg,Other,Other
350692077_274695928412783_4118804818213397839_n_jpg.rf.jEvNj3LjE50U43RaRSs8.jpg,Everyday Casual Kurta,Everyday Casual
352300462_3493591674221536_7852003197292131439_n_jpg.rf.jKb9uW5q0x91dQcRjLSW.jpg,Everyday Casual Kurta,Everyday Casual
362022005_117512341411412_6971947573777503440_n_jpg.rf.jNaMhRhA1lWiV5EVH3dy.jpg,Other,Other
319068449_142410741920811_8503065251923868540_n_jpg.rf.jIerNZ8QZYHsMWp3IJA4.jpg,Everyday Casual Kurta,Everyday Casual
311789591_160367573344042_1638111681638800104_n_jpg.rf.jRtFLnyWo7HLlfxjIbsN.jpg,Other,Other
360076918_582169057440901_424434108933928629_n_jpg.rf.jcu8BPdT4OH9rmCiBf5Y.jpg,Other,Other
325522340_211922997891798_1454864400461685725_n_jpg.rf.jrpthxv7DEBCu9Gn5wt0.jpg,Semi-Formal Kurta,Semi Formal
142640229_526668998304463_8162646861716648521_n_jpg.rf.k1T0d8ZMYn76tBbUfgyl.jpg,Wedding Guest Choli,Formal
385851167_1033379771031274_3113568738491193018_n_jpg.rf.jghGC4oVCdJ8k2GFGSrT.jpg,Everyday Casual Kurta,Everyday Casual
361838656_601645642115630_8489708583910276_n_jpg.rf.jjDZUHXsHVKdxwgUssW3.jpg,Semi-Formal Saree,Semi Formal
361215899_236519732644767_8173170292970641148_n_jpg.rf.k7feoMiMeJ3TORzd8BZU.jpg,Everyday Casual Kurta,Everyday Casual
283238488_363419652318803_982034921717084016_n_jpg.rf.kQRAL7gXIiIt4jUuCnN3.jpg,Everyday Casual Kurta,Everyday Casual
313478844_172851425396804_4944822953971851541_n_jpg.rf.kaJzl1qF1z1DVPQx62Yz.jpg,Everyday Casual Kurta,Everyday Casual
339776572_191881786923542_993213846545877047_n_jpg.rf.kWT2mX6DUgkNuQhldK2W.jpg,Semi-Formal Frock,Semi Formal
387267656_631178532431337_6229252314840175290_n_jpg.rf.kbMApPJwSt2l0hvCJYsl.jpg,Everyday Casual Dupatta,Everyday Casual
384511282_224136657083773_2483810974362892280_n_jpg.rf.kohFiDPxcNZ3vkjTP4l5.jpg,Everyday Casual Kurta,Everyday Casual
338237983_1899590663711607_4079075310529932852_n_jpg.rf.lVuXtJROnXT6cL8dYb06.jpg,Everyday Casual Kurta,Everyday Casual
386253463_703031271672281_1357158053311071752_n_jpg.rf.kapy6GT2nG0tHNJuu8sV.jpg,Wedding Guest Maxi,Formal
349317224_1000545407608197_2303136830103221075_n_jpg.rf.lTKNK8HVasYrAeaC70tR.jpg,Everyday Casual Kurta,Everyday Casual
333118227_1395006347939509_8780470884223041990_n_jpg.rf.mNmHOaI8ODJTuxSNwlEG.jpg,Other,Other
336564745_1177832452919931_2675517219528490521_n_jpg.rf.l2od5Oc3aFKV0DHgTN6v.jpg,Everyday Casual Kurta,Everyday Casual
334287345_193085953366487_2875315991977403359_n_jpg.rf.lzGq7gLL1YrAY34QQHDD.jpg,Semi-Formal Dupatta,Semi Formal
375530451_1032764318118741_7601017604815816025_n_jpg.rf.mcpTJTFwmzaKjqGLbHmI.jpg,Everyday Casual Kurta,Everyday Casual
275374890_130734352814306_3072038417331373454_n_jpg.rf.0BwUrkyPu9ERIWZrjLl4.jpg,Wedding Guest Kurta,Formal
299621739_2017762075074269_3395559179716505393_n_jpg.rf.myc8uIgh02nN074OoWcH.jpg,Other,Other
311028713_1361377794602082_597340881063519052_n_webp.rf.0FlifM2JDHSNaG17Ut1P.webp,Everyday Casual Kurta,Everyday Casual
283646039_378379664350504_1604240674216220788_n_jpg.rf.0IjuZmlkdft0mUC2gGLe.jpg,Other,Other
300655451_798243574686845_7253952838920662069_n_webp.rf.0N0lKeyKpShbzO9rgJFl.webp,Everyday Casual Kurta,Everyday Casual
358098304_286577197219309_9199705920199676580_n_jpg.rf.0QU3oZg1hpNv4agbLDWr.jpg,Other,Other
352810618_1776092289453321_8292938587956538747_n_jpg.rf.0rWMx17C0WpksfEiCn66.jpg,Everyday Casual Kurta,Everyday Casual
337743227_542949291299396_2504218799471376397_n_jpg.rf.mcMavcpC5FwjhBnPn3FN.jpg,Everyday Casual Kurta,Everyday Casual
317005674_652192579920754_6779841811283006987_n_jpg.rf.0fUAEJaplaW2qAI9glQM.jpg,Other,Other
296997218_591606965925374_2748093790676868579_n_jpg.rf.0sJFw8E7Msu2TQQqOBqG.jpg,Everyday Casual Kurta,Everyday Casual
367958550_1030225558156532_6358051874125160977_n_jpg.rf.17SG7WmX7tQkn4omLK3f.jpg,Everyday Casual Straight Pant,Everyday Casual
359744414_1456102598505631_5355146884356889761_n_jpg.rf.10gClxyBOhuYfbGr7Z6J.jpg,Other,Other
351431825_6183208141786754_8970337419211509436_n_jpg.rf.10JrhXM3fLt7uidmbydN.jpg,Everyday Casual Kurta,Everyday Casual
296334522_590818072507342_7479544738375130872_n_webp.rf.1K5BglHYD2trT8WNusmf.webp,Other,Other
299387154_886009572372693_2100524354417370129_n_webp.rf.1bcvlD7T1sAmhnFNvJaF.webp,Other,Other
369800511_704462635053830_7991651493903357861_n_jpg.rf.1huE6gSt4RB24LXQrY8c.jpg,Everyday Casual Straight Pant,Everyday Casual
315722277_716519016021686_7249676651434649295_n_webp.rf.1dYhe1xYAkiVmBWmcnYX.webp,Everyday Casual Kurta,Everyday Casual
370554718_845828460236750_4639117673253367762_n_jpg.rf.1d3f5bGagwLW1xj0rNDw.jpg,Everyday Casual Kurta,Everyday Casual
331005276_1243485992934279_7277774691122063357_n_jpg.rf.1j8d0GKxJ3TntKJ1cnk6.jpg,Everyday Casual Kurta,Everyday Casual
329940075_1226373214665512_3589133377241001920_n_jpg.rf.1vQINy4ZWIcg5jNf3Wyo.jpg,Everyday Casual Kurta,Everyday Casual
297682620_483827696887892_145972856510729334_n_webp.rf.2Ez5C8xBg8Z2qaLEHGE5.webp,Everyday Casual Kurta,Everyday Casual
307240249_782511496302359_3800216277579833595_n_webp.rf.z3rdyf5cFoF0RrosbMNu.webp,Everyday Casual Kurta,Everyday Casual
319809474_174859631831182_9145105583200077362_n_jpg.rf.ysjjoJ6rQOcE7JljO8jK.jpg,Other,Other
364285004_672314548138104_2481272922471605018_n_jpg.rf.yuqP7lkZoWLvjLmHVo9v.jpg,Everyday Casual Straight Pant,Everyday Casual
300635707_1253136301895155_2151381667378076120_n_webp.rf.ylK16cD4375UVwahBU6c.webp,Everyday Casual Kurta,Everyday Casual
341699682_762094622116946_6951957770467854788_n_jpg.rf.zfERQ2cEa6PPWYzxekAm.jpg,Other,Other
293872163_749503239662127_7593380991436040932_n_jpg.rf.z6cZq3urxtztD7Ul0Jwf.jpg,Everyday Casual Kurta,Everyday Casual
361618683_825907295562200_1309782488135593854_n_jpg.rf.zcFv6DVAdVhxo92AgjQU.jpg,Semi-Formal Kurta,Semi Formal
334483151_1143139380413918_5519087863633270283_n_jpg.rf.z4J8Y12Ik7dxVb1c7dg7.jpg,Everyday Casual Kurta,Everyday Casual
337690910_173115138908837_5141758691258722992_n_jpg.rf.zfdYaV3f9QKOsDgDrh0i.jpg,Everyday Casual Kurta,Everyday Casual
364681711_303712995505729_7861904787000637626_n_jpg.rf.qotKPN1BW9G3h0uXQyaY.jpg,Other,Other
309007967_681382213365298_7278408111433173906_n_jpg.rf.zud6JBIX0QlvMygKmzhT.jpg,Other,Other
356261657_669201588370534_1933017089206413729_n_jpg.rf.qtIX6bsY8b5ynLdxOaDX.jpg,Everyday Casual Dupatta,Everyday Casual
280050655_412804464021519_6174379831079941597_n_jpg.rf.zkH2vkuYO8lUYfl5uXM8.jpg,Wedding Guest Dupatta,Formal
330697111_744341470307705_3125413360763383580_n_jpg.rf.rwI5LwZWOdBj4nysBd9U.jpg,Everyday Casual Dupatta,Everyday Casual
390643928_1263455417695787_7370308308494156924_n_jpg.rf.s0V8NfRu2ogAj66sChhF.jpg,Everyday Casual Dupatta,Everyday Casual
332910672_6039165839462927_5610293881898464019_n_jpg.rf.qxiPMEC9ceifBWhmqXMN.jpg,Everyday Casual Kurta,Everyday Casual
312916986_446693777592298_6243538447675982865_n_jpg.rf.rPEiP4ZRxJuNIxVpSzT0.jpg,Other,Other
351751755_244255121569782_3107375750359446993_n_jpg.rf.reKfnwQyT92BYqRPDkqM.jpg,Everyday Casual Kurta,Everyday Casual
387651715_2446893738817158_4386096732517160351_n_jpg.rf.s6qSEy925kmcfqzTYgA2.jpg,Wedding Guest Angrakha,Formal
314651965_1613317015798704_7570274568811688683_n_jpg.rf.scYeST9NHVbssiWuSHSW.jpg,Other,Other
296976153_179892007780284_967095585778886975_n_jpg.rf.scK4SzJuCnEaDEYkK4Nb.jpg,Everyday Casual Kurta,Everyday Casual
347857668_773053584332572_3152283712046874528_n_jpg.rf.sm63RuKJZISjg0basI3g.jpg,Other,Other
353404183_1203091930363778_7716867847788796061_n_jpg.rf.sJqjxPXl7TZQI8qVAO8a.jpg,Other,Other
347405951_661504132683014_5927051529709379429_n_jpg.rf.srlVwyWFsxrr54815NFG.jpg,Other,Other
300070199_1040257720011746_3399143874089356675_n_webp.rf.t1BC2ylDQqHW6yWlwVlH.webp,Everyday Casual Kurta,Everyday Casual
269740598_331134222193996_6041172432192329889_n_jpg.rf.sL5YNrzO3l3rqk9a2sB8.jpg,Bridal Maxi,Formal
333444930_509983674627258_4787207045107381197_n_jpg.rf.t38g9seK2GiMda2Amz0V.jpg,Everyday Casual Kurta,Everyday Casual
318685580_416217200616589_8057856244328574856_n_jpg.rf.t3l6I6nLmRT9UrBO7fVE.jpg,Everyday Casual Dupatta,Everyday Casual
285364006_334724272149217_7100102002958894601_n_jpg.rf.tbn8PvVc2FzfSq817NJ5.jpg,Other,Other
366011907_1365439537338776_77712982950609882_n_jpg.rf.tCEQPpayeb9p3NbPeFMh.jpg,Everyday Casual Kurta,Everyday Casual
329967811_129110530073267_7764847408060325296_n_jpg.rf.tTXNSBwyxwb6QPRbSwzW.jpg,Everyday Casual Kurta,Everyday Casual
290322773_1105068713553843_6290882355185432778_n_jpg.rf.thWEiNIbqhzNSaYVESOO.jpg,Other,Other
354257713_808996123919984_4483791413952546619_n_jpg.rf.t7PTmoR4uOopA0Ooxti7.jpg,Semi-Formal Kurta,Semi Formal
